Date,Company_name,series,OPEN,HIGH,LOW,PREV. CLOSE,ltp,close,vwap,52W H,52W L,VOLUME,VALUE,No of trades
02-04-2018,Infosys,EQ,1141,1149.55,1121.3,1131.8,1136.7,1137.15,1135.86,1221.05,860,4036351,4584716920,142078
03-04-2018,Infosys,EQ,1134.7,1143.55,1128.1,1137.15,1139.4,1140.45,1135.21,1221.05,860,2038584,2314226757,114034
04-04-2018,Infosys,EQ,1144,1144.55,1120,1140.45,1122.7,1124.2,1131.81,1221.05,860,2406651,2723878713,137029
05-04-2018,Infosys,EQ,1139.55,1151.3,1129.1,1124.2,1146.05,1147.55,1140.71,1221.05,860,3881772,4427993460,101745
06-04-2018,Infosys,EQ,1143,1146,1122.1,1147.55,1127.55,1127,1128.81,1221.05,860,2968871,3351285043,137277
09-04-2018,Infosys,EQ,1125,1125.8,1106.55,1127,1111.45,1111.25,1113.12,1221.05,860,3601441,4008832077,171118
10-04-2018,Infosys,EQ,1112,1124.5,1105.4,1111.25,1114.65,1113.4,1115.77,1221.05,860,4463029,4979728695,144468
11-04-2018,Infosys,EQ,1118,1131.5,1116.5,1113.4,1124.5,1124.25,1124.78,1221.05,860,4512787,5075891573,102586
12-04-2018,Infosys,EQ,1129.45,1172.75,1125,1124.25,1164.05,1162.6,1157.71,1221.05,860,8522183,9866189147,216130
13-04-2018,Infosys,EQ,1174,1185.9,1150.25,1162.6,1168,1171.45,1172.37,1221.05,860,10613519,12442924999,180965
16-04-2018,Infosys,EQ,1102,1140,1102,1171.45,1134.5,1133.2,1125.66,1221.05,860,12372542,13927236193,201992
17-04-2018,Infosys,EQ,1127,1127.4,1115,1133.2,1124.65,1125.2,1121.63,1221.05,860,5198970,5831317996,203792
18-04-2018,Infosys,EQ,1122.85,1134.75,1113.85,1125.2,1125.95,1125.95,1124.27,1221.05,860,5215190,5863305787,121114
19-04-2018,Infosys,EQ,1124,1139.8,1123.1,1125.95,1133.4,1132.85,1132.61,1221.05,860,4262771,4828035904,119470
20-04-2018,Infosys,EQ,1139,1193.7,1136.95,1132.85,1179.65,1178.45,1171.78,1221.05,860,12136346,14221070742,213680
23-04-2018,Infosys,EQ,1168,1214.4,1155.25,1178.45,1185.95,1187.7,1186.79,1221.05,860,10915319,12954180381,190031
24-04-2018,Infosys,EQ,1185,1196.4,1150.1,1187.7,1154.25,1154.5,1168.64,1221.05,860,4263108,4982039811,87918
25-04-2018,Infosys,EQ,1152,1171,1145.2,1154.5,1155.95,1160.35,1160.85,1221.05,860,5797089,6729546265,122892
26-04-2018,Infosys,EQ,1174,1181.65,1160,1160.35,1177.05,1176.45,1172.76,1221.05,860,5651042,6627322945,120489
27-04-2018,Infosys,EQ,1180,1191.6,1174.2,1176.45,1184.65,1185.2,1183.9,1221.05,860,3831685,4536321753,103259
30-04-2018,Infosys,EQ,1181.7,1207.95,1180.65,1185.2,1199.95,1199.5,1199.78,1221.05,860,2755839,3306404000,80599
02-05-2018,Infosys,EQ,1198.9,1201.6,1181,1199.5,1192.1,1197.05,1192.72,1221.05,860,5147521,6139572653,98610
03-05-2018,Infosys,EQ,1197.25,1204.7,1176.1,1197.05,1178,1182.55,1195.66,1221.05,860,2666115,3187761546,114003
04-05-2018,Infosys,EQ,1185,1186,1155,1182.55,1169.6,1173.1,1165.5,1221.05,860,3011684,3510129249,92619
07-05-2018,Infosys,EQ,1181.25,1190,1175.5,1173.1,1184,1183,1181.67,1221.05,860,2319480,2740857605,66189
08-05-2018,Infosys,EQ,1177.9,1177.9,1161.05,1183,1167.5,1165.55,1167.51,1221.05,860,2859278,3338246179,121067
09-05-2018,Infosys,EQ,1167.5,1176.9,1163,1165.55,1172,1170.7,1169.95,1221.05,860,1891752,2213260047,50914
10-05-2018,Infosys,EQ,1176,1183,1162.85,1170.7,1170,1168,1173.06,1221.05,860,1591431,1866843840,55801
11-05-2018,Infosys,EQ,1172.3,1183.2,1166.05,1168,1180.6,1180.75,1174.3,1221.05,860,1655853,1944465077,51911
14-05-2018,Infosys,EQ,1184.35,1191.5,1170,1180.75,1190.5,1189.3,1184.18,1221.05,860,2216047,2624191631,118716
15-05-2018,Infosys,EQ,1188.1,1208,1188.1,1189.3,1195.2,1194.55,1196.6,1221.05,860,2805987,3357654925,169798
16-05-2018,Infosys,EQ,1187.25,1198,1184.5,1194.55,1190.7,1189.95,1191.85,1221.05,860,3102502,3697718120,80951
17-05-2018,Infosys,EQ,1196,1197.45,1173.55,1189.95,1180,1182.9,1186.19,1221.05,860,4759799,5646033906,108694
18-05-2018,Infosys,EQ,1183,1186.55,1173,1182.9,1180,1183.2,1181.08,1221.05,860,3569830,4216242217,118691
21-05-2018,Infosys,EQ,1179.55,1188.4,1170,1183.2,1183.2,1179.5,1182.21,1221.05,860,4237660,5009804970,94593
22-05-2018,Infosys,EQ,1175,1198,1173.9,1179.5,1195,1193.85,1189.56,1221.05,860,2818402,3352664150,92075
23-05-2018,Infosys,EQ,1195,1207.65,1181.5,1193.85,1182.95,1184.9,1198.4,1221.05,860,4769221,5715433184,155510
24-05-2018,Infosys,EQ,1198,1227.55,1198,1184.9,1220,1221,1217.23,1227.55,860,4870285,5928236190,115622
25-05-2018,Infosys,EQ,1230.1,1248.65,1220.8,1221,1229.55,1228.3,1239.09,1248.65,860,4450719,5514861308,165203
28-05-2018,Infosys,EQ,1231,1232.6,1206,1228.3,1212.1,1214.4,1218.07,1248.65,860,2869897,3495734649,114363
29-05-2018,Infosys,EQ,1214.05,1226.55,1206.2,1214.4,1219.9,1216.7,1214.01,1248.65,860,1694467,2057107218,97963
30-05-2018,Infosys,EQ,1217,1228.75,1205.6,1216.7,1210.4,1211.7,1214.64,1248.65,860,3161533,3840109182,113600
31-05-2018,Infosys,EQ,1211.7,1242,1210.25,1211.7,1238,1231.8,1230.2,1248.65,860,9860170,12129968289,163732
01-06-2018,Infosys,EQ,1230.4,1246.25,1217.2,1231.8,1222.2,1220.8,1229.79,1248.65,860,2499178,3073466731,81969
04-06-2018,Infosys,EQ,1221.1,1243,1212,1220.8,1241,1239.4,1233.14,1248.65,860,2135078,2632848474,69180
05-06-2018,Infosys,EQ,1242,1242,1217,1239.4,1218.85,1220.85,1226.49,1248.65,860,2355431,2888924172,85171
06-06-2018,Infosys,EQ,1225.2,1241.55,1220.05,1220.85,1238.1,1237.45,1234.18,1248.65,860,2019092,2491929870,98002
07-06-2018,Infosys,EQ,1238,1258,1238,1237.45,1249.3,1252.45,1252.57,1258,860,3338113,4181210252,106204
08-06-2018,Infosys,EQ,1248,1262,1246.05,1252.45,1258.8,1260.05,1257.48,1262,860,3229939,4061574692,146437
11-06-2018,Infosys,EQ,1265.55,1270,1255.05,1260.05,1261,1262.4,1262.71,1270,860,2585645,3264923421,94087
